ticker,cap_tier,group,step_n_features,feature_combo,state,feature_index,feature_name,mu,sigma,occupancy_pct
SON,mid,bb,2,20-day return + 60-day return,1,0,20-day return,0.019355356183132735,0.03607316395891255,42.65436479772888
SON,mid,bb,2,20-day return + 60-day return,1,1,60-day return,0.08862358555939019,0.05189290795966506,42.65436479772888
SON,mid,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.005920098419121308,0.06874509318887016,59.545777146912705
SON,mid,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.037146829154054435,0.06892926883091663,59.545777146912705
SON,mid,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.02536464474896402,0.08185649820078822,59.545777146912705
SON,mid,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.02142241693512885,0.034617952041093615,40.454222853087295
SON,mid,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.09077217149665893,0.05197628458100123,40.454222853087295
SON,mid,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.09387590117288555,0.09272950751138118,40.454222853087295
BB,small,vol,1,daily return,0,0,daily return,-0.0007483993148668927,0.022315764144114496,87.20358897671437
BB,small,vol,1,daily return,1,0,daily return,0.004945791470125285,0.07232187471408788,12.796411023285623
BB,small,vol,2,daily return + rolling volatility,0,0,daily return,-0.00031790379726780594,0.024416934856455106,67.87011322367016
BB,small,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.023373421670860168,0.0063313815951971395,67.87011322367016
BB,small,vol,2,daily return + rolling volatility,1,0,daily return,0.0013720077047974315,0.0529862073254237,32.12988677632985
BB,small,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.04753881712244768,0.018523997774892307,32.12988677632985
BB,small,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.022651995960952142,0.026091356080135217,51.399273659474474
BB,small,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.031613152106931275,0.016836414690464895,51.399273659474474
BB,small,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.022680362064317824,0.026066702126407434,51.399273659474474
BB,small,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.024755679506588846,0.028997310629720777,48.60072634052553
BB,small,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.03089827028972843,0.01581827608324518,48.60072634052553
BB,small,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.02475843052971457,0.028994961791572658,48.60072634052553
BB,small,bb,1,20-day return,0,0,20-day return,-0.033896389150556795,0.10320284684020505,80.76650106458482
BB,small,bb,1,20-day return,1,0,20-day return,0.15456749949512888,0.4003100210445475,19.233498935415188
BB,small,bb,2,20-day return + 60-day return,0,0,20-day return,-0.030502917374428607,0.1313656364606203,73.17246273953158
BB,small,bb,2,20-day return + 60-day return,0,1,60-day return,-0.1430300962015346,0.12824013222311148,73.17246273953158
