ticker,cap_tier,group,step_n_features,feature_combo,state,feature_index,feature_name,mu,sigma,occupancy_pct
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.01781499476037552,0.08508071246713245,43.860894251242016
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.07092412974890823,0.08034393258950019,43.860894251242016
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.08208039695113174,0.0849989888384959,43.860894251242016
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.025240303535585085,0.049122001522479246,56.13910574875799
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.09117807692064715,0.0784933806665947,56.13910574875799
CSCO,large,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.12827265551135167,0.08908882608168538,56.13910574875799
JNJ,large,vol,1,daily return,0,0,daily return,-0.0009321354022721891,0.025767696559803946,6.067079683828243
JNJ,large,vol,1,daily return,1,0,daily return,0.0004958870648847086,0.00785195213356174,93.93292031617176
JNJ,large,vol,2,daily return + rolling volatility,0,0,daily return,-0.0004028643401009746,0.024590003713377308,8.737449262977997
JNJ,large,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.021154450202853375,0.011147999614863631,8.737449262977997
JNJ,large,vol,2,daily return + rolling volatility,1,0,daily return,0.0004252366567980669,0.008702380557327563,91.26255073702201
JNJ,large,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.008100338822226319,0.0028937821743652468,91.26255073702201
JNJ,large,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.007220098973020051,0.008338032812385507,48.02392651142918
JNJ,large,vol,3,daily return + rolling volatility + absolute return,0,1,rolling volatility,0.009297134940840099,0.005839186743914817,48.02392651142918
JNJ,large,vol,3,daily return + rolling volatility + absolute return,0,2,absolute return,0.0072200990109518,0.008338032779539511,48.02392651142918
JNJ,large,vol,3,daily return + rolling volatility + absolute return,1,0,daily return,0.007348670238879086,0.008332417166363989,51.97607348857082
JNJ,large,vol,3,daily return + rolling volatility + absolute return,1,1,rolling volatility,0.009210439381477217,0.005536500639424731,51.97607348857082
JNJ,large,vol,3,daily return + rolling volatility + absolute return,1,2,absolute return,0.007348670238879086,0.008332417166363989,51.97607348857082
JNJ,large,bb,1,20-day return,0,0,20-day return,-0.02122756123678626,0.04669981411783596,57.62952448545068
JNJ,large,bb,1,20-day return,1,0,20-day return,0.04411930803035929,0.02197133972444848,42.37047551454933
JNJ,large,bb,2,20-day return + 60-day return,0,0,20-day return,-0.00669059457710859,0.06228142047157256,38.679914833215044
JNJ,large,bb,2,20-day return + 60-day return,0,1,60-day return,-0.05077265287734561,0.03927531270957159,38.679914833215044
JNJ,large,bb,2,20-day return + 60-day return,1,0,20-day return,0.015099652070304942,0.038025371233113156,61.320085166784956
JNJ,large,bb,2,20-day return + 60-day return,1,1,60-day return,0.059231852344350196,0.04561347529649625,61.320085166784956
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,0,0,20-day return,-0.006143072226108965,0.06166902508394591,40.17033356990773
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,0,1,60-day return,-0.04874525344476275,0.040082484150585435,40.17033356990773
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,0,2,100-day return,-0.02330583010785782,0.05336318246280455,40.17033356990773
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,1,0,20-day return,0.015261968051710414,0.03797336246206745,59.82966643009227
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,1,1,60-day return,0.060546101525471734,0.04529232059377277,59.82966643009227
JNJ,large,bb,3,20-day return + 60-day return + 100-day return,1,2,100-day return,0.059977235335764094,0.07212966242321452,59.82966643009227
VZ,large,vol,1,daily return,0,0,daily return,-0.0004264200993586283,0.028163525219100868,8.267464217047639
VZ,large,vol,1,daily return,1,0,daily return,0.0004082366717889394,0.009757890350947861,91.73253578295237
VZ,large,vol,2,daily return + rolling volatility,0,0,daily return,-0.00036770846484984857,0.024075254657769708,14.334543900875882
VZ,large,vol,2,daily return + rolling volatility,0,1,rolling volatility,0.021496491525580433,0.009922486355013135,14.334543900875882
VZ,large,vol,2,daily return + rolling volatility,1,0,daily return,0.0004286207822757516,0.010272247549995691,85.66545609912411
VZ,large,vol,2,daily return + rolling volatility,1,1,rolling volatility,0.009588534222080175,0.0030030823161583202,85.66545609912411
VZ,large,vol,3,daily return + rolling volatility + absolute return,0,0,daily return,-0.009192353645791252,0.009482331157952504,47.55394146549882
