ticker,cap_tier,feature,state,mu,sigma,occupancy_pct,sort_by
M,mid,daily return,0,0.00030078838839282676,0.01732548140492483,79.281122150789,sigma
M,mid,daily return,1,0.0015213797492168069,0.055196349102091376,20.718877849210987,sigma
M,mid,rolling volatility,0,0.01677667271924822,0.004831935444708427,60.81239041496202,sigma
M,mid,rolling volatility,1,0.03926783379364294,0.014622763053153909,39.18760958503799,sigma
M,mid,absolute return,0,0.012321901427663314,0.00921509631082193,83.89830508474576,sigma
M,mid,absolute return,1,0.04904456534495793,0.03519030093826448,16.101694915254235,sigma
M,mid,20-day return,0,0.0012000267114252589,0.22431234135993508,30.070134424313267,mean
M,mid,20-day return,1,0.015345719516185968,0.05682294314322403,69.92986557568673,mean
M,mid,60-day return,0,-0.09844993978951909,0.11549141111339602,56.13676212741087,mean
M,mid,60-day return,1,0.19577552011725366,0.25838401411743706,43.86323787258913,mean
M,mid,100-day return,0,-0.11429061777504622,0.18105003777237322,66.97837521917008,mean
M,mid,100-day return,1,0.3701943750448507,0.304279160310117,33.021624780829924,mean
KSS,mid,daily return,0,0.0006621540763521747,0.016486233178654993,83.43074225599065,sigma
KSS,mid,daily return,1,-0.0004908833646744749,0.05919543866996483,16.569257744009352,sigma
KSS,mid,rolling volatility,0,0.017011502898264266,0.005662390407562466,69.14085330216247,sigma
KSS,mid,rolling volatility,1,0.04175559124535323,0.01758324196641833,30.85914669783752,sigma
KSS,mid,absolute return,0,0.011769618686239955,0.009309859810313589,85.03798947983636,sigma
KSS,mid,absolute return,1,0.05051576995351685,0.03777607724202893,14.962010520163647,sigma
KSS,mid,20-day return,0,-0.0038615976569633635,0.04510832644422852,56.779661016949156,mean
KSS,mid,20-day return,1,0.02164275160051197,0.18472317171105426,43.22033898305085,mean
KSS,mid,60-day return,0,0.00577790858943899,0.0752161917651385,62.09818819403857,mean
KSS,mid,60-day return,1,0.03872612742161222,0.3490804189397059,37.90181180596143,mean
KSS,mid,100-day return,0,0.009481507162466919,0.0986315626286594,67.79661016949152,mean
KSS,mid,100-day return,1,0.07769760165671549,0.5271779782101873,32.20338983050847,mean
AEO,mid,daily return,0,0.0012056232611571218,0.018871061355678984,84.48275862068965,sigma
AEO,mid,daily return,1,-0.00131434137534631,0.04916284124660141,15.517241379310345,sigma
AEO,mid,rolling volatility,0,0.019920096810866497,0.0048143145580328015,70.22209234365869,sigma
